RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
11585,11/2/2021,Raw Pre-Rolls,Grams,90244.23,0,0,8149.1,90244.23,8149.1,04/08/2024
11585,11/2/2021,Shake/Trim,Grams,1489.94,0,0,321.8,1489.94,321.8,04/08/2024
11585,11/2/2021,Concentrate (Each),Each,56303.63,1419,56303.63,0,0,1419,04/08/2024
11585,11/2/2021,Infused (non-edible),Each,5195.43,171,5195.43,0,0,171,04/08/2024
11585,11/2/2021,Kief,Grams,1337.75,0,0,63,1337.75,63,04/08/2024
11598,11/3/2021,Shake/Trim,Grams,3223.03,0,0,654.1,3223.03,654.1,04/08/2024
11598,11/3/2021,Concentrate,Grams,898.3,0,0,38.5,898.3,38.5,04/08/2024
11598,11/3/2021,Kief,Grams,1209.45,0,0,63.6,1209.45,63.6,04/08/2024
11598,11/3/2021,Infused (non-edible),Each,5049.94,193,5049.94,0,0,193,04/08/2024
11598,11/3/2021,Buds,Grams,363917.57,0,0,36676.28,363917.57,36676.28,04/08/2024
11598,11/3/2021,Concentrate (Bulk),Grams,190.99,0,0,5,190.99,5,04/08/2024
11598,11/3/2021,Vape Product,Each,125197.57,2807,125197.57,0,0,2807,04/08/2024
11598,11/3/2021,Raw Pre-Rolls,Grams,100312.92,0,0,9073.6,100312.92,9073.6,04/08/2024
11598,11/3/2021,Shake/Trim (by strain),Grams,4282.3,0,0,876.3,4282.3,876.3,04/08/2024
11598,11/3/2021,Infused Beverage,Each,5542.52,780,5542.52,0,0,780,04/08/2024
11598,11/3/2021,Infused Pre-Rolls,Grams,4840.67,0,0,235.83,4840.67,235.83,04/08/2024
11598,11/3/2021,Infused (edible),Each,96253.28,3903,96253.28,0,0,3903,04/08/2024
11598,11/3/2021,Concentrate (Each),Each,74641.94,1952,74641.94,0,0,1952,04/08/2024
11611,11/4/2021,Concentrate (Each),Each,68580.02,1604,68580.02,0,0,1604,04/08/2024
11611,11/4/2021,Infused (non-edible),Each,6054.05,194,6054.05,0,0,194,04/08/2024
11611,11/4/2021,Infused (edible),Each,113897.3,4752,113897.3,0,0,4752,04/08/2024
11611,11/4/2021,Vape Product,Each,149828.04,3163,149828.04,0,0,3163,04/08/2024
11611,11/4/2021,Kief,Grams,589.65,0,0,28,589.65,28,04/08/2024
11611,11/4/2021,Shake/Trim,Grams,2168.65,0,0,436.4,2168.65,436.4,04/08/2024
11611,11/4/2021,Buds,Grams,371777.13,0,0,37043.33,371777.13,37043.33,04/08/2024
11611,11/4/2021,Raw Pre-Rolls,Grams,97345.85,0,0,8588.25,97345.85,8588.25,04/08/2024
11611,11/4/2021,Concentrate,Grams,2096.32,0,0,53.5,2096.32,53.5,04/08/2024
11611,11/4/2021,Shake/Trim (by strain),Grams,3839.4,0,0,565.45,3839.4,565.45,04/08/2024
11611,11/4/2021,Infused Pre-Rolls,Grams,4605.84,0,0,232.58,4605.84,232.58,04/08/2024
11611,11/4/2021,Infused Beverage,Each,6403.63,830,6403.63,0,0,830,04/08/2024
11611,11/4/2021,Concentrate (Bulk),Grams,197.57,0,0,5,197.57,5,04/08/2024
11624,11/5/2021,Infused Beverage,Each,10473.23,1255,10473.23,0,0,1255,04/08/2024
11624,11/5/2021,Concentrate,Grams,1463.86,0,0,33.5,1463.86,33.5,04/08/2024
11624,11/5/2021,Buds,Grams,487500.85,0,0,48497.19,487500.85,48497.19,04/08/2024
11624,11/5/2021,Shake/Trim,Grams,3250.45,0,0,667,3250.45,667,04/08/2024
11624,11/5/2021,Infused (non-edible),Each,5371.45,186,5371.45,0,0,186,04/08/2024
11624,11/5/2021,Raw Pre-Rolls,Grams,119504.43,0,0,10326.2,119504.43,10326.2,04/08/2024
11624,11/5/2021,Kief,Grams,1387.64,0,0,62,1387.64,62,04/08/2024
11624,11/5/2021,Infused Pre-Rolls,Grams,6387.77,0,0,305.36,6387.77,305.36,04/08/2024
11624,11/5/2021,Vape Product,Each,165572.71,3489,165572.71,0,0,3489,04/08/2024
11624,11/5/2021,Infused (edible),Each,129640.68,5251,129640.68,0,0,5251,04/08/2024
11624,11/5/2021,Concentrate (Bulk),Grams,148.43,0,0,5,148.43,5,04/08/2024
11624,11/5/2021,Concentrate (Each),Each,76279.42,1843,76279.42,0,0,1843,04/08/2024
11624,11/5/2021,Shake/Trim (by strain),Grams,3926.84,0,0,694.75,3926.84,694.75,04/08/2024
11637,11/6/2021,Vape Product,Each,139851.5,2977,139851.5,0,0,2977,04/08/2024
11637,11/6/2021,Infused (edible),Each,118420.18,5068,118420.18,0,0,5068,04/08/2024
11637,11/6/2021,Concentrate,Grams,3341.83,0,0,101,3341.83,101,04/08/2024
11637,11/6/2021,Shake/Trim (by strain),Grams,3062.2,0,0,491.3,3062.2,491.3,04/08/2024
11637,11/6/2021,Concentrate (Each),Each,73139.97,1795,73139.97,0,0,1795,04/08/2024
11637,11/6/2021,Concentrate (Bulk),Grams,303.64,0,0,8,303.64,8,04/08/2024
11637,11/6/2021,Infused Pre-Rolls,Grams,5680.89,0,0,280.31,5680.89,280.31,04/08/2024
11637,11/6/2021,Buds,Grams,401135.7,0,0,40433.58,401135.7,40433.58,04/08/2024
11637,11/6/2021,Infused Beverage,Each,8733.9,1177,8733.9,0,0,1177,04/08/2024
11637,11/6/2021,Raw Pre-Rolls,Grams,105462.79,0,0,9224.5,105462.79,9224.5,04/08/2024
11637,11/6/2021,Infused (non-edible),Each,5522.8,192,5522.8,0,0,192,04/08/2024
11637,11/6/2021,Kief,Grams,1497.04,0,0,73.3,1497.04,73.3,04/08/2024
11637,11/6/2021,Shake/Trim,Grams,1683.94,0,0,346.5,1683.94,346.5,04/08/2024
11650,11/7/2021,Infused (non-edible),Each,4344.84,144,4344.84,0,0,144,04/08/2024
11650,11/7/2021,Raw Pre-Rolls,Grams,84118.41,0,0,7634.35,84118.41,7634.35,04/08/2024
11650,11/7/2021,Infused (edible),Each,79730.54,3382,79730.54,0,0,3382,04/08/2024
11650,11/7/2021,Buds,Grams,299840.53,0,0,29890.33,299840.53,29890.33,04/08/2024
11650,11/7/2021,Infused Beverage,Each,4952.58,603,4952.58,0,0,603,04/08/2024
11650,11/7/2021,Infused Pre-Rolls,Grams,4026.75,0,0,206.11,4026.75,206.11,04/08/2024
11650,11/7/2021,Shake/Trim (by strain),Grams,2545.17,0,0,429.25,2545.17,429.25,04/08/2024
11650,11/7/2021,Vape Product,Each,104680.77,2234,104680.77,0,0,2234,04/08/2024
11650,11/7/2021,Concentrate (Bulk),Grams,345.68,0,0,8,345.68,8,04/08/2024
11650,11/7/2021,Kief,Grams,525.68,0,0,27.3,525.68,27.3,04/08/2024
11650,11/7/2021,Concentrate,Grams,1577.9,0,0,37,1577.9,37,04/08/2024
11650,11/7/2021,Shake/Trim,Grams,1034.52,0,0,214.2,1034.52,214.2,04/08/2024
11650,11/7/2021,Concentrate (Each),Each,51860.47,1299,51860.47,0,0,1299,04/08/2024
11650,11/7/2021,Concentrate,Milligrams,50.87,0,0,600,50.87,600,04/08/2024
11664,11/8/2021,Infused Beverage,Each,5806.92,782,5806.92,0,0,782,04/08/2024
11664,11/8/2021,Shake/Trim,Grams,1128.91,0,0,225.2,1128.91,225.2,04/08/2024
11664,11/8/2021,Infused Pre-Rolls,Grams,3588.54,0,0,206.98,3588.54,206.98,04/08/2024
11664,11/8/2021,Infused (non-edible),Each,3269.19,95,3269.19,0,0,95,04/08/2024
11664,11/8/2021,Vape Product,Each,106995.98,2261,106995.98,0,0,2261,04/08/2024
11664,11/8/2021,Raw Pre-Rolls,Grams,72836.36,0,0,6319.55,72836.36,6319.55,04/08/2024
11664,11/8/2021,Buds,Grams,306231.8,0,0,30732.35,306231.8,30732.35,04/08/2024
11664,11/8/2021,Concentrate,Grams,1935.74,0,0,46.5,1935.74,46.5,04/08/2024
11664,11/8/2021,Infused (edible),Each,88827.38,3565,88827.38,0,0,3565,04/08/2024
11664,11/8/2021,Kief,Grams,835.04,0,0,46.3,835.04,46.3,04/08/2024
11664,11/8/2021,Concentrate (Each),Each,51809.52,1272,51809.52,0,0,1272,04/08/2024
11664,11/8/2021,Shake/Trim (by strain),Grams,5420.52,0,0,1252.25,5420.52,1252.25,04/08/2024
11664,11/8/2021,Concentrate (Bulk),Grams,392,0,0,5,392,5,04/08/2024
11677,11/9/2021,Infused (edible),Each,91326.08,3645,91326.08,0,0,3645,04/08/2024
11677,11/9/2021,Concentrate,Grams,1031.07,0,0,27,1031.07,27,04/08/2024
11677,11/9/2021,Concentrate (Each),Each,57805.26,1380,57805.26,0,0,1380,04/08/2024
11677,11/9/2021,Raw Pre-Rolls,Grams,81193.74,0,0,7114.1,81193.74,7114.1,04/08/2024
11677,11/9/2021,Shake/Trim,Grams,2130.77,0,0,436.4,2130.77,436.4,04/08/2024
11677,11/9/2021,Infused Pre-Rolls,Grams,3558.61,0,0,172.75,3558.61,172.75,04/08/2024
11677,11/9/2021,Concentrate (Bulk),Grams,201.41,0,0,3,201.41,3,04/08/2024
11677,11/9/2021,Infused (non-edible),Each,3361.18,98,3361.18,0,0,98,04/08/2024
11677,11/9/2021,Infused Beverage,Each,5772.11,771,5772.11,0,0,771,04/08/2024
11677,11/9/2021,Kief,Grams,851.43,0,0,40.3,851.43,40.3,04/08/2024
11677,11/9/2021,Buds,Grams,329058.67,0,0,34040.96,329058.67,34040.96,04/08/2024
11677,11/9/2021,Vape Product,Each,124611.35,2645,124611.35,0,0,2645,04/08/2024
11677,11/9/2021,Shake/Trim (by strain),Grams,5074.27,0,0,1058.05,5074.27,1058.05,04/08/2024
11690,11/10/2021,Concentrate,Grams,953.58,0,0,22.5,953.58,22.5,04/08/2024
11690,11/10/2021,Buds,Grams,372034.95,0,0,37449.5,372034.95,37449.5,04/08/2024
11690,11/10/2021,Shake/Trim (by strain),Grams,6294.24,0,0,1183.25,6294.24,1183.25,04/08/2024
11690,11/10/2021,Vape Product,Each,126332.58,2715,126332.58,0,0,2715,04/08/2024
11690,11/10/2021,Infused Beverage,Each,5822.22,799,5822.22,0,0,799,04/08/2024
11690,11/10/2021,Infused (non-edible),Each,4389,118,4389,0,0,118,04/08/2024
11690,11/10/2021,Raw Pre-Rolls,Grams,94263.52,0,0,8441.55,94263.52,8441.55,04/08/2024
11690,11/10/2021,Infused Pre-Rolls,Grams,3911.64,0,0,194.38,3911.64,194.38,04/08/2024
11690,11/10/2021,Concentrate (Each),Each,80006.21,2023,80006.21,0,0,2023,04/08/2024
11690,11/10/2021,Infused (edible),Each,97650.77,3861,97650.77,0,0,3861,04/08/2024
11690,11/10/2021,Concentrate (Bulk),Grams,40,0,0,0.5,40,0.5,04/08/2024
11690,11/10/2021,Kief,Grams,810.66,0,0,35,810.66,35,04/08/2024
11690,11/10/2021,Shake/Trim,Grams,2239.5,0,0,442.4,2239.5,442.4,04/08/2024
11703,11/11/2021,Shake/Trim,Grams,3496.73,0,0,743.2,3496.73,743.2,04/08/2024
11703,11/11/2021,Concentrate (Bulk),Grams,50,0,0,1,50,1,04/08/2024
11703,11/11/2021,Infused (non-edible),Each,7974.12,260,7974.12,0,0,260,04/08/2024
11703,11/11/2021,Vape Product,Each,165052.1,3727,165052.1,0,0,3727,04/08/2024
11703,11/11/2021,Raw Pre-Rolls,Grams,109710.67,0,0,10026.95,109710.67,10026.95,04/08/2024
11703,11/11/2021,Concentrate,Grams,3129.2,0,0,83,3129.2,83,04/08/2024
11703,11/11/2021,Concentrate (Each),Each,83252.77,2264,83252.77,0,0,2264,04/08/2024
11703,11/11/2021,Infused Pre-Rolls,Grams,5433.36,0,0,280.1,5433.36,280.1,04/08/2024
11703,11/11/2021,Shake/Trim (by strain),Grams,8692.43,0,0,2264.55,8692.43,2264.55,04/08/2024
11703,11/11/2021,Buds,Grams,476458.22,0,0,53332.22,476458.22,53332.22,04/08/2024
11703,11/11/2021,Infused (edible),Each,134372.83,5590,134372.83,0,0,5590,04/08/2024
11703,11/11/2021,Kief,Grams,1479.21,0,0,88.9,1479.21,88.9,04/08/2024
11703,11/11/2021,Infused Beverage,Each,9893.49,1419,9893.49,0,0,1419,04/08/2024
11716,11/12/2021,Shake/Trim,Grams,2834.42,0,0,602,2834.42,602,04/08/2024
11716,11/12/2021,Buds,Grams,454771.15,0,0,48189.31,454771.15,48189.31,04/08/2024
11716,11/12/2021,Raw Pre-Rolls,Grams,109735.5,0,0,9696.5,109735.5,9696.5,04/08/2024
11716,11/12/2021,Shake/Trim (by strain),Grams,9825.8,0,0,2240.95,9825.8,2240.95,04/08/2024
11716,11/12/2021,Concentrate (Each),Each,73530.39,1796,73530.39,0,0,1796,04/08/2024
11716,11/12/2021,Concentrate (Bulk),Grams,127.5,0,0,3,127.5,3,04/08/2024
11716,11/12/2021,Concentrate,Grams,2108.56,0,0,60.5,2108.56,60.5,04/08/2024
11716,11/12/2021,Infused (edible),Each,118063.66,5155,118063.66,0,0,5155,04/08/2024
11716,11/12/2021,Infused (non-edible),Each,4695.39,144,4695.39,0,0,144,04/08/2024
11716,11/12/2021,Kief,Grams,934.84,0,0,43,934.84,43,04/08/2024
11716,11/12/2021,Vape Product,Each,173968.52,4467,173968.52,0,0,4467,04/08/2024
11716,11/12/2021,Infused Beverage,Each,9101.24,1191,9101.24,0,0,1191,04/08/2024
11716,11/12/2021,Infused Pre-Rolls,Grams,8060.3,0,0,506.68,8060.3,506.68,04/08/2024
11729,11/13/2021,Concentrate (Each),Each,65186.71,1614,65186.71,0,0,1614,04/08/2024
11729,11/13/2021,Infused (edible),Each,121250.21,4936,121250.21,0,0,4936,04/08/2024
11729,11/13/2021,Vape Product,Each,140916.23,3324,140916.23,0,0,3324,04/08/2024
11729,11/13/2021,Infused Pre-Rolls,Grams,9292.72,0,0,603.3,9292.72,603.3,04/08/2024
11729,11/13/2021,Raw Pre-Rolls,Grams,108873.76,0,0,10048.4,108873.76,10048.4,04/08/2024
11729,11/13/2021,Buds,Grams,407342.62,0,0,42308.48,407342.62,42308.48,04/08/2024
11729,11/13/2021,Infused Beverage,Each,8722.96,1261,8722.96,0,0,1261,04/08/2024
11729,11/13/2021,Shake/Trim (by strain),Grams,7043.5,0,0,1517.85,7043.5,1517.85,04/08/2024
11729,11/13/2021,Shake/Trim,Grams,855.75,0,0,184.4,855.75,184.4,04/08/2024
11729,11/13/2021,Concentrate,Grams,3017.36,0,0,82.5,3017.36,82.5,04/08/2024
11729,11/13/2021,Infused (non-edible),Each,5101.29,159,5101.29,0,0,159,04/08/2024
11729,11/13/2021,Kief,Grams,826.13,0,0,35,826.13,35,04/08/2024
11729,11/13/2021,Concentrate (Bulk),Grams,265.7,0,0,7,265.7,7,04/08/2024
11742,11/14/2021,Concentrate (Each),Each,50720.39,1235,50720.39,0,0,1235,04/08/2024
11742,11/14/2021,Raw Pre-Rolls,Grams,81341.68,0,0,7470.5,81341.68,7470.5,04/08/2024
11742,11/14/2021,Concentrate (Bulk),Grams,161,0,0,5,161,5,04/08/2024
11742,11/14/2021,Infused Beverage,Each,5665.62,816,5665.62,0,0,816,04/08/2024
11742,11/14/2021,Shake/Trim,Grams,1511.53,0,0,323.2,1511.53,323.2,04/08/2024
11742,11/14/2021,Buds,Grams,292990.08,0,0,30518.42,292990.08,30518.42,04/08/2024
11742,11/14/2021,Vape Product,Each,108717.63,2515,108717.63,0,0,2515,04/08/2024
11742,11/14/2021,Infused (non-edible),Each,3759.39,114,3759.39,0,0,114,04/08/2024
11742,11/14/2021,Kief,Grams,1048.04,0,0,46,1048.04,46,04/08/2024
11742,11/14/2021,Infused (edible),Each,84068.15,3473,84068.15,0,0,3473,04/08/2024
11742,11/14/2021,Infused Pre-Rolls,Grams,3640.13,0,0,187.15,3640.13,187.15,04/08/2024
11742,11/14/2021,Concentrate,Grams,1582.14,0,0,32.5,1582.14,32.5,04/08/2024
11742,11/14/2021,Shake/Trim (by strain),Grams,7205.59,0,0,1609.45,7205.59,1609.45,04/08/2024
11755,11/15/2021,Infused Beverage,Each,3705.56,571,3705.56,0,0,571,04/08/2024
11755,11/15/2021,Infused Pre-Rolls,Grams,3353.78,0,0,159.75,3353.78,159.75,04/08/2024
11755,11/15/2021,Raw Pre-Rolls,Grams,79234.83,0,0,7004.65,79234.83,7004.65,04/08/2024
11755,11/15/2021,Infused (edible),Each,95403.28,3617,95403.28,0,0,3617,04/08/2024
11755,11/15/2021,Shake/Trim (by strain),Grams,7514.88,0,0,1679.1,7514.88,1679.1,04/08/2024
11755,11/15/2021,Kief,Grams,829.89,0,0,39,829.89,39,04/08/2024
11755,11/15/2021,Buds,Grams,307970.37,0,0,30240.28,307970.37,30240.28,04/08/2024
11755,11/15/2021,Vape Product,Each,105695.85,2225,105695.85,0,0,2225,04/08/2024
11755,11/15/2021,Infused (non-edible),Each,2698.81,97,2698.81,0,0,97,04/08/2024
11755,11/15/2021,Shake/Trim,Grams,1133.39,0,0,239.2,1133.39,239.2,04/08/2024
11755,11/15/2021,Concentrate (Bulk),Grams,180.8,0,0,5,180.8,5,04/08/2024
11755,11/15/2021,Concentrate (Each),Each,53846.79,1338,53846.79,0,0,1338,04/08/2024
11755,11/15/2021,Concentrate,Grams,1539.55,0,0,41.5,1539.55,41.5,04/08/2024
11768,11/16/2021,Concentrate,Grams,1502.99,0,0,31.5,1502.99,31.5,04/08/2024
11768,11/16/2021,Vape Product,Each,124485.33,2630,124485.33,0,0,2630,04/08/2024
11768,11/16/2021,Buds,Grams,319721.24,0,0,31215.85,319721.24,31215.85,04/08/2024
11768,11/16/2021,Raw Pre-Rolls,Grams,91616.74,0,0,8169.05,91616.74,8169.05,04/08/2024
11768,11/16/2021,Shake/Trim,Grams,1325.75,0,0,253.2,1325.75,253.2,04/08/2024
11768,11/16/2021,Concentrate (Bulk),Grams,192,0,0,4,192,4,04/08/2024
11768,11/16/2021,Infused Pre-Rolls,Grams,3403.02,0,0,154.71,3403.02,154.71,04/08/2024
11768,11/16/2021,Infused (non-edible),Each,4323.83,124,4323.83,0,0,124,04/08/2024
11768,11/16/2021,Infused (edible),Each,102642.36,4713,102642.36,0,0,4713,04/08/2024
11768,11/16/2021,Concentrate (Each),Each,55991.91,1359,55991.91,0,0,1359,04/08/2024
11768,11/16/2021,Infused Beverage,Each,5514.43,713,5514.43,0,0,713,04/08/2024
11768,11/16/2021,Shake/Trim (by strain),Grams,12593.04,0,0,3238.15,12593.04,3238.15,04/08/2024
11768,11/16/2021,Kief,Grams,1038.9,0,0,48,1038.9,48,04/08/2024
11781,11/17/2021,Concentrate,Grams,1643.13,0,0,33.5,1643.13,33.5,04/08/2024
11781,11/17/2021,Infused (non-edible),Each,5470.07,167,5470.07,0,0,167,04/08/2024
11781,11/17/2021,Buds,Grams,351133.51,0,0,34966.39,351133.51,34966.39,04/08/2024
11781,11/17/2021,Raw Pre-Rolls,Grams,92503.88,0,0,8341,92503.88,8341,04/08/2024
11781,11/17/2021,Vape Product,Each,151047.38,4006,151047.38,0,0,4006,04/08/2024
11781,11/17/2021,Infused Pre-Rolls,Grams,3569.34,0,0,161.15,3569.34,161.15,04/08/2024
11781,11/17/2021,Infused Beverage,Each,6768.77,783,6768.77,0,0,783,04/08/2024
11781,11/17/2021,Shake/Trim (by strain),Grams,8102.75,0,0,1689.5,8102.75,1689.5,04/08/2024
11781,11/17/2021,Shake/Trim,Grams,1502.75,0,0,310.4,1502.75,310.4,04/08/2024
11781,11/17/2021,Concentrate (Each),Each,67299.36,1657,67299.36,0,0,1657,04/08/2024
11781,11/17/2021,Concentrate (Bulk),Grams,195,0,0,5,195,5,04/08/2024
11781,11/17/2021,Kief,Grams,879.36,0,0,37,879.36,37,04/08/2024
11781,11/17/2021,Infused (edible),Each,104668.66,5040,104668.66,0,0,5040,04/08/2024
11794,11/18/2021,Concentrate,Grams,2137.65,0,0,50,2137.65,50,04/08/2024
11794,11/18/2021,Kief,Grams,966.23,0,0,46.3,966.23,46.3,04/08/2024
11794,11/18/2021,Concentrate (Bulk),Grams,110.56,0,0,3,110.56,3,04/08/2024
11794,11/18/2021,Infused Pre-Rolls,Grams,7779.06,0,0,329.5,7779.06,329.5,04/08/2024
11794,11/18/2021,Shake/Trim (by strain),Grams,6873.87,0,0,1340.85,6873.87,1340.85,04/08/2024
11794,11/18/2021,Vape Product,Each,134760.67,2991,134760.67,0,0,2991,04/08/2024
11794,11/18/2021,Infused (edible),Each,118088.54,5254,118088.54,0,0,5254,04/08/2024
11794,11/18/2021,Infused Beverage,Each,8564.16,1252,8564.16,0,0,1252,04/08/2024
11794,11/18/2021,Shake/Trim,Grams,909.25,0,0,166,909.25,166,04/08/2024
11794,11/18/2021,Raw Pre-Rolls,Grams,102661.54,0,0,8861,102661.54,8861,04/08/2024
11794,11/18/2021,Infused (non-edible),Each,7487.49,205,7487.49,0,0,205,04/08/2024
11794,11/18/2021,Buds,Grams,375303.41,0,0,38470.61,375303.41,38470.61,04/08/2024
11794,11/18/2021,Concentrate (Each),Each,67161.15,1609,67161.15,0,0,1609,04/08/2024
11807,11/19/2021,Infused Pre-Rolls,Grams,9434.88,0,0,421.85,9434.88,421.85,04/08/2024
11807,11/19/2021,Concentrate,Grams,2597.89,0,0,62.5,2597.89,62.5,04/08/2024
11807,11/19/2021,Concentrate (Each),Each,79908.33,1941,79908.33,0,0,1941,04/08/2024
11807,11/19/2021,Concentrate (Bulk),Grams,50,0,0,1,50,1,04/08/2024
11807,11/19/2021,Kief,Grams,1472.24,0,0,74.3,1472.24,74.3,04/08/2024
11807,11/19/2021,Vape Product,Each,164353.03,3518,164353.03,0,0,3518,04/08/2024
11807,11/19/2021,Infused (edible),Each,136385.46,5903,136385.46,0,0,5903,04/08/2024
11807,11/19/2021,Shake/Trim,Grams,3081.68,0,0,603,3081.68,603,04/08/2024
11807,11/19/2021,Buds,Grams,490902.06,0,0,50921.58,490902.06,50921.58,04/08/2024
11807,11/19/2021,Shake/Trim (by strain),Grams,8016.74,0,0,1676.45,8016.74,1676.45,04/08/2024
11807,11/19/2021,Infused Beverage,Each,10331.6,1397,10331.6,0,0,1397,04/08/2024
11807,11/19/2021,Infused (non-edible),Each,7383.79,248,7383.79,0,0,248,04/08/2024
11807,11/19/2021,Raw Pre-Rolls,Grams,119666.53,0,0,10338.25,119666.53,10338.25,04/08/2024
11820,11/20/2021,Kief,Grams,1861.58,0,0,92.3,1861.58,92.3,04/08/2024
11820,11/20/2021,Infused (edible),Each,128427.45,5722,128427.45,0,0,5722,04/08/2024
11820,11/20/2021,Infused Pre-Rolls,Grams,8385.48,0,0,380.33,8385.48,380.33,04/08/2024
11820,11/20/2021,Infused Beverage,Each,10241.29,1415,10241.29,0,0,1415,04/08/2024
11820,11/20/2021,Buds,Grams,416351.31,0,0,41983.53,416351.31,41983.53,04/08/2024
11820,11/20/2021,Infused (non-edible),Each,6947.89,220,6947.89,0,0,220,04/08/2024
11820,11/20/2021,Shake/Trim,Grams,1851.36,0,0,423,1851.36,423,04/08/2024
11820,11/20/2021,Shake/Trim (by strain),Grams,7913.37,0,0,1781.1,7913.37,1781.1,04/08/2024
11820,11/20/2021,Vape Product,Each,146953.2,3122,146953.2,0,0,3122,04/08/2024
11820,11/20/2021,Raw Pre-Rolls,Grams,110096.69,0,0,9771.8,110096.69,9771.8,04/08/2024
11820,11/20/2021,Concentrate (Each),Each,82125.9,2050,82125.9,0,0,2050,04/08/2024
11820,11/20/2021,Concentrate,Grams,2045.39,0,0,46,2045.39,46,04/08/2024
11832,11/21/2021,Shake/Trim,Grams,2303.73,0,0,504,2303.73,504,04/08/2024
11832,11/21/2021,Raw Pre-Rolls,Grams,86816.27,0,0,7888.2,86816.27,7888.2,04/08/2024
11832,11/21/2021,Infused Beverage,Each,8015.74,1034,8015.74,0,0,1034,04/08/2024
11832,11/21/2021,Infused (edible),Each,86205.05,3992,86205.05,0,0,3992,04/08/2024
11832,11/21/2021,Infused (non-edible),Each,3558.99,117,3558.99,0,0,117,04/08/2024
11832,11/21/2021,Vape Product,Each,113789.52,2512,113789.52,0,0,2512,04/08/2024
11832,11/21/2021,Kief,Grams,688.28,0,0,32,688.28,32,04/08/2024
11832,11/21/2021,Infused Pre-Rolls,Grams,4396.81,0,0,212.4,4396.81,212.4,04/08/2024
11832,11/21/2021,Shake/Trim (by strain),Grams,5570.59,0,0,1068.05,5570.59,1068.05,04/08/2024
11832,11/21/2021,Concentrate (Each),Each,55986.77,1401,55986.77,0,0,1401,04/08/2024
11832,11/21/2021,Buds,Grams,320590.81,0,0,32370.28,320590.81,32370.28,04/08/2024
11832,11/21/2021,Concentrate (Bulk),Grams,155,0,0,4,155,4,04/08/2024
11832,11/21/2021,Concentrate,Grams,1871.98,0,0,33.5,1871.98,33.5,04/08/2024
11845,11/22/2021,Concentrate,Grams,2032.05,0,0,41.5,2032.05,41.5,04/08/2024
11845,11/22/2021,Concentrate (Each),Each,60452.63,1569,60452.63,0,0,1569,04/08/2024
11845,11/22/2021,Shake/Trim,Grams,1493.32,0,0,395.5,1493.32,395.5,04/08/2024
11845,11/22/2021,Infused (non-edible),Each,6438.73,214,6438.73,0,0,214,04/08/2024
11845,11/22/2021,Infused Beverage,Each,8744.85,1211,8744.85,0,0,1211,04/08/2024
11845,11/22/2021,Raw Pre-Rolls,Grams,88174.34,0,0,7717.35,88174.34,7717.35,04/08/2024
11845,11/22/2021,Concentrate (Bulk),Grams,240,0,0,6,240,6,04/08/2024
11845,11/22/2021,Buds,Grams,356034.39,0,0,36371.45,356034.39,36371.45,04/08/2024
11845,11/22/2021,Infused Pre-Rolls,Grams,4828.54,0,0,213.25,4828.54,213.25,04/08/2024
11845,11/22/2021,Shake/Trim (by strain),Grams,6322.81,0,0,1283.5,6322.81,1283.5,04/08/2024
11845,11/22/2021,Vape Product,Each,148743.35,3361,148743.35,0,0,3361,04/08/2024
11845,11/22/2021,Infused (edible),Each,125709.75,5374,125709.75,0,0,5374,04/08/2024
11845,11/22/2021,Kief,Grams,1512.96,0,0,66,1512.96,66,04/08/2024
11858,11/23/2021,Infused Beverage,Each,12765.35,1612,12765.35,0,0,1612,04/08/2024
11858,11/23/2021,Vape Product,Each,165101.21,3633,165101.21,0,0,3633,04/08/2024
11858,11/23/2021,Buds,Grams,411088.08,0,0,42834.51,411088.08,42834.51,04/08/2024
11858,11/23/2021,Concentrate (Bulk),Grams,95,0,0,2,95,2,04/08/2024
11858,11/23/2021,Concentrate,Grams,1492.63,0,0,32.5,1492.63,32.5,04/08/2024
11858,11/23/2021,Kief,Grams,1279.81,0,0,55,1279.81,55,04/08/2024
11858,11/23/2021,Shake/Trim,Grams,3467.43,0,0,803.4,3467.43,803.4,04/08/2024
11858,11/23/2021,Raw Pre-Rolls,Grams,111561.04,0,0,9917.1,111561.04,9917.1,04/08/2024
11858,11/23/2021,Infused Pre-Rolls,Grams,6159.28,0,0,276.6,6159.28,276.6,04/08/2024
11858,11/23/2021,Concentrate (Each),Each,68554.72,1737,68554.72,0,0,1737,04/08/2024
11858,11/23/2021,Infused (non-edible),Each,4855.91,140,4855.91,0,0,140,04/08/2024
11858,11/23/2021,Infused (edible),Each,138609.56,5593,138609.56,0,0,5593,04/08/2024
11858,11/23/2021,Shake/Trim (by strain),Grams,9800.32,0,0,2482.8,9800.32,2482.8,04/08/2024
11871,11/24/2021,Infused (edible),Each,208713.72,9096,208713.72,0,0,9096,04/08/2024
11871,11/24/2021,Infused Pre-Rolls,Grams,13935.2,0,0,679.26,13935.2,679.26,04/08/2024
11871,11/24/2021,Vape Product,Each,270719.3,6392,270719.3,0,0,6392,04/08/2024
11871,11/24/2021,Shake/Trim,Grams,6124.08,0,0,1479,6124.08,1479,04/08/2024
