RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
18999,4/16/2023,Infused (non-edible),Each,2463.77,110,2463.77,0,0,110,04/08/2024
18999,4/16/2023,Infused Beverage,Each,6100.69,804,6100.69,0,0,804,04/08/2024
18999,4/16/2023,Raw Pre-Rolls,Grams,71539.44,0,0,9487.85,71539.44,9487.85,04/08/2024
18999,4/16/2023,Shake/Trim (by strain),Grams,4649.87,0,0,1239,4649.87,1239,04/08/2024
18999,4/16/2023,Infused (edible),Each,80982.1,4134,80982.1,0,0,4134,04/08/2024
18999,4/16/2023,Concentrate (Bulk),Grams,121.28,0,0,3,121.28,3,04/08/2024
19012,4/17/2023,Infused (edible),Each,80049.83,3993,80049.83,0,0,3993,04/08/2024
19012,4/17/2023,Buds,Grams,223543.51,0,0,37887.32,223543.51,37887.32,04/08/2024
19012,4/17/2023,Infused Pre-Rolls,Grams,7846.92,0,0,441.84,7846.92,441.84,04/08/2024
19012,4/17/2023,Concentrate,Grams,1213.12,0,0,33.5,1213.12,33.5,04/08/2024
19012,4/17/2023,Infused (non-edible),Each,2012.22,91,2012.22,0,0,91,04/08/2024
19012,4/17/2023,Infused Beverage,Each,4368.87,605,4368.87,0,0,605,04/08/2024
19012,4/17/2023,Raw Pre-Rolls,Grams,68270.34,0,0,9223.2,68270.34,9223.2,04/08/2024
19012,4/17/2023,Shake/Trim (by strain),Grams,4908.09,0,0,1395,4908.09,1395,04/08/2024
19012,4/17/2023,Concentrate (Bulk),Grams,88,0,0,2,88,2,04/08/2024
19012,4/17/2023,Shake/Trim,Grams,978.94,0,0,301,978.94,301,04/08/2024
19012,4/17/2023,Concentrate (Each),Each,32378.1,1022,32378.1,0,0,1022,04/08/2024
19012,4/17/2023,Kief,Grams,564.18,0,0,32,564.18,32,04/08/2024
19012,4/17/2023,Vape Product,Each,90093.26,3141,90093.26,0,0,3141,04/08/2024
19025,4/18/2023,Kief,Grams,575.28,0,0,41,575.28,41,04/08/2024
19025,4/18/2023,Concentrate,Grams,1369.82,0,0,43,1369.82,43,04/08/2024
19025,4/18/2023,Concentrate (Each),Each,38971.07,1281,38971.07,0,0,1281,04/08/2024
19025,4/18/2023,Shake/Trim,Grams,2253.52,0,0,714,2253.52,714,04/08/2024
19025,4/18/2023,Vape Product,Each,114375.43,4049,114375.43,0,0,4049,04/08/2024
19025,4/18/2023,Raw Pre-Rolls,Grams,86869.17,0,0,12311.4,86869.17,12311.4,04/08/2024
19025,4/18/2023,Concentrate (Bulk),Grams,241,0,0,6,241,6,04/08/2024
19025,4/18/2023,Infused Pre-Rolls,Grams,12759.29,0,0,679.88,12759.29,679.88,04/08/2024
19025,4/18/2023,Infused (non-edible),Each,2438.11,189,2438.11,0,0,189,04/08/2024
19025,4/18/2023,Infused Beverage,Each,4780.06,842,4780.06,0,0,842,04/08/2024
19025,4/18/2023,Infused (edible),Each,88400.03,4313,88400.03,0,0,4313,04/08/2024
19025,4/18/2023,Buds,Grams,271104.56,0,0,45197.44,271104.56,45197.44,04/08/2024
19025,4/18/2023,Shake/Trim (by strain),Grams,5881.04,0,0,1599,5881.04,1599,04/08/2024
19038,4/19/2023,Vape Product,Each,132460.79,4767,132460.79,0,0,4767,04/08/2024
19038,4/19/2023,Concentrate (Bulk),Grams,67.5,0,0,2,67.5,2,04/08/2024
19038,4/19/2023,Buds,Grams,344018.6,0,0,63186.63,344018.6,63186.63,04/08/2024
19038,4/19/2023,Kief,Grams,689.3,0,0,62,689.3,62,04/08/2024
19038,4/19/2023,Concentrate,Grams,5336.14,0,0,181.5,5336.14,181.5,04/08/2024
19038,4/19/2023,Infused (edible),Each,147763.52,7788,147763.52,0,0,7788,04/08/2024
19038,4/19/2023,Concentrate (Each),Each,68409.93,2544,68409.93,0,0,2544,04/08/2024
19038,4/19/2023,Infused (non-edible),Each,5423.72,239,5423.72,0,0,239,04/08/2024
19038,4/19/2023,Infused Beverage,Each,7269.37,1169,7269.37,0,0,1169,04/08/2024
19038,4/19/2023,Shake/Trim,Grams,1442.33,0,0,407,1442.33,407,04/08/2024
19038,4/19/2023,Raw Pre-Rolls,Grams,104020.24,0,0,15169.8,104020.24,15169.8,04/08/2024
19038,4/19/2023,Infused Pre-Rolls,Grams,15397.7,0,0,970.85,15397.7,970.85,04/08/2024
19038,4/19/2023,Shake/Trim (by strain),Grams,7607.64,0,0,2436,7607.64,2436,04/08/2024
19051,4/20/2023,Infused (non-edible),Each,7042.73,338,7042.73,0,0,338,04/08/2024
19051,4/20/2023,Infused Beverage,Each,17629.21,3531,17629.21,0,0,3531,04/08/2024
19051,4/20/2023,Infused (edible),Each,247692.42,15283,247692.42,0,0,15283,04/08/2024
19051,4/20/2023,Buds,Grams,713304,0,0,143832.26,713304,143832.26,04/08/2024
19051,4/20/2023,Vape Product,Each,251907.78,10060,251907.78,0,0,10060,04/08/2024
19051,4/20/2023,Immature Plants,Each,79.72,3,79.72,0,0,3,04/08/2024
19051,4/20/2023,Infused Pre-Rolls,Grams,36713,0,0,2385,36713,2385,04/08/2024
19051,4/20/2023,Raw Pre-Rolls,Grams,239656.48,0,0,40956.2,239656.48,40956.2,04/08/2024
19051,4/20/2023,Kief,Grams,1986.57,0,0,131,1986.57,131,04/08/2024
19051,4/20/2023,Concentrate,Grams,2383.81,0,0,82,2383.81,82,04/08/2024
19051,4/20/2023,Shake/Trim,Grams,3117.94,0,0,1078,3117.94,1078,04/08/2024
19051,4/20/2023,Concentrate (Each),Each,116299.52,4709,116299.52,0,0,4709,04/08/2024
19051,4/20/2023,Concentrate (Bulk),Grams,618.93,0,0,14,618.93,14,04/08/2024
19051,4/20/2023,Shake/Trim (by strain),Grams,17689.32,0,0,7245,17689.32,7245,04/08/2024
19065,4/21/2023,Concentrate,Grams,981.91,0,0,33.5,981.91,33.5,04/08/2024
19065,4/21/2023,Immature Plants,Each,602.65,25,602.65,0,0,25,04/08/2024
19065,4/21/2023,Concentrate (Each),Each,46170.6,1621,46170.6,0,0,1621,04/08/2024
19065,4/21/2023,Vape Product,Each,114928.23,4251,114928.23,0,0,4251,04/08/2024
19065,4/21/2023,Shake/Trim,Grams,1803.08,0,0,584,1803.08,584,04/08/2024
19065,4/21/2023,Shake/Trim (by strain),Grams,6669.13,0,0,1988,6669.13,1988,04/08/2024
19065,4/21/2023,Raw Pre-Rolls,Grams,81737.23,0,0,11738.1,81737.23,11738.1,04/08/2024
19065,4/21/2023,Buds,Grams,264922.84,0,0,45815.01,264922.84,45815.01,04/08/2024
19065,4/21/2023,Kief,Grams,409.08,0,0,26,409.08,26,04/08/2024
19065,4/21/2023,Infused Beverage,Each,9777.23,1342,9777.23,0,0,1342,04/08/2024
19065,4/21/2023,Concentrate (Bulk),Grams,213.57,0,0,7,213.57,7,04/08/2024
19065,4/21/2023,Infused Pre-Rolls,Grams,15756.44,0,0,886.6,15756.44,886.6,04/08/2024
19065,4/21/2023,Infused (non-edible),Each,3563.19,164,3563.19,0,0,164,04/08/2024
19065,4/21/2023,Infused (edible),Each,109552.05,5706,109552.05,0,0,5706,04/08/2024
19079,4/22/2023,Infused (edible),Each,115628.99,5831,115628.99,0,0,5831,04/08/2024
19079,4/22/2023,Raw Pre-Rolls,Grams,76643.36,0,0,10645.7,76643.36,10645.7,04/08/2024
19079,4/22/2023,Infused (non-edible),Each,4791.64,216,4791.64,0,0,216,04/08/2024
19079,4/22/2023,Concentrate,Milligrams,72,0,0,3500,72,3500,04/08/2024
19079,4/22/2023,Concentrate (Bulk),Grams,300.44,0,0,9,300.44,9,04/08/2024
19079,4/22/2023,Infused Pre-Rolls,Grams,16129.91,0,0,931.14,16129.91,931.14,04/08/2024
19079,4/22/2023,Concentrate,Grams,1364.11,0,0,49.5,1364.11,49.5,04/08/2024
19079,4/22/2023,Shake/Trim (by strain),Grams,3765.85,0,0,1141,3765.85,1141,04/08/2024
19079,4/22/2023,Buds,Grams,234157.85,0,0,40049.65,234157.85,40049.65,04/08/2024
19079,4/22/2023,Vape Product,Each,103830.13,3860,103830.13,0,0,3860,04/08/2024
19079,4/22/2023,Infused Beverage,Each,8495.14,1197,8495.14,0,0,1197,04/08/2024
19079,4/22/2023,Kief,Grams,615.94,0,0,41,615.94,41,04/08/2024
19079,4/22/2023,Shake/Trim,Grams,1277.05,0,0,385,1277.05,385,04/08/2024
19079,4/22/2023,Immature Plants,Each,316.66,13,316.66,0,0,13,04/08/2024
19079,4/22/2023,Concentrate (Each),Each,49129.99,1613,49129.99,0,0,1613,04/08/2024
19094,4/23/2023,Concentrate,Milligrams,120,0,0,3500,120,3500,04/08/2024
19094,4/23/2023,Infused Beverage,Each,4435.79,648,4435.79,0,0,648,04/08/2024
19094,4/23/2023,Infused Pre-Rolls,Grams,9032.86,0,0,489.07,9032.86,489.07,04/08/2024
19094,4/23/2023,Raw Pre-Rolls,Grams,57106.95,0,0,7695.65,57106.95,7695.65,04/08/2024
19094,4/23/2023,Kief,Grams,558.64,0,0,34,558.64,34,04/08/2024
19094,4/23/2023,Concentrate,Grams,796.94,0,0,24,796.94,24,04/08/2024
19094,4/23/2023,Vape Product,Each,77090.99,2664,77090.99,0,0,2664,04/08/2024
19094,4/23/2023,Concentrate (Each),Each,32722.82,973,32722.82,0,0,973,04/08/2024
19094,4/23/2023,Infused (non-edible),Each,3135.39,107,3135.39,0,0,107,04/08/2024
19094,4/23/2023,Shake/Trim (by strain),Grams,3741.82,0,0,1022,3741.82,1022,04/08/2024
19094,4/23/2023,Infused (edible),Each,63370.12,3194,63370.12,0,0,3194,04/08/2024
19094,4/23/2023,Shake/Trim,Grams,1181.75,0,0,350,1181.75,350,04/08/2024
19094,4/23/2023,Buds,Grams,180244.4,0,0,30692.87,180244.4,30692.87,04/08/2024
19094,4/23/2023,Concentrate (Bulk),Grams,114,0,0,2,114,2,04/08/2024
19108,4/24/2023,Immature Plants,Each,197.5,8,197.5,0,0,8,04/08/2024
19108,4/24/2023,Infused (non-edible),Each,2316.2,90,2316.2,0,0,90,04/08/2024
19108,4/24/2023,Infused Pre-Rolls,Grams,8400.06,0,0,482.69,8400.06,482.69,04/08/2024
19108,4/24/2023,Shake/Trim,Grams,1426.59,0,0,372,1426.59,372,04/08/2024
19108,4/24/2023,Infused (edible),Each,75951.56,3644,75951.56,0,0,3644,04/08/2024
19108,4/24/2023,Kief,Grams,574.25,0,0,34,574.25,34,04/08/2024
19108,4/24/2023,Raw Pre-Rolls,Grams,58692.3,0,0,7878.15,58692.3,7878.15,04/08/2024
19108,4/24/2023,Buds,Grams,179500.07,0,0,30184.15,179500.07,30184.15,04/08/2024
19108,4/24/2023,Shake/Trim (by strain),Grams,3649.21,0,0,1081.5,3649.21,1081.5,04/08/2024
19108,4/24/2023,Concentrate,Grams,1139.56,0,0,33,1139.56,33,04/08/2024
19108,4/24/2023,Vape Product,Each,74214.03,2483,74214.03,0,0,2483,04/08/2024
19108,4/24/2023,Concentrate (Each),Each,29322.16,944,29322.16,0,0,944,04/08/2024
19108,4/24/2023,Infused Beverage,Each,3674.28,670,3674.28,0,0,670,04/08/2024
19121,4/25/2023,Infused Pre-Rolls,Grams,7956.12,0,0,466.45,7956.12,466.45,04/08/2024
19121,4/25/2023,Infused (non-edible),Each,2173.29,69,2173.29,0,0,69,04/08/2024
19121,4/25/2023,Concentrate (Bulk),Grams,153.12,0,0,4,153.12,4,04/08/2024
19121,4/25/2023,Kief,Grams,535.2,0,0,37,535.2,37,04/08/2024
19121,4/25/2023,Concentrate,Grams,1025.62,0,0,32,1025.62,32,04/08/2024
19121,4/25/2023,Infused Beverage,Each,3697.3,434,3697.3,0,0,434,04/08/2024
19121,4/25/2023,Shake/Trim,Grams,684.29,0,0,196,684.29,196,04/08/2024
19121,4/25/2023,Shake/Trim (by strain),Grams,4420.76,0,0,1281,4420.76,1281,04/08/2024
19121,4/25/2023,Infused (edible),Each,79494.18,3783,79494.18,0,0,3783,04/08/2024
19121,4/25/2023,Vape Product,Each,81430.65,2742,81430.65,0,0,2742,04/08/2024
19121,4/25/2023,Buds,Grams,228772.64,0,0,37185.04,228772.64,37185.04,04/08/2024
19121,4/25/2023,Concentrate (Each),Each,32427.41,1091,32427.41,0,0,1091,04/08/2024
19121,4/25/2023,Raw Pre-Rolls,Grams,70317.5,0,0,9675.35,70317.5,9675.35,04/08/2024
19134,4/26/2023,Infused (edible),Each,87267.97,4183,87267.97,0,0,4183,04/08/2024
19134,4/26/2023,Concentrate,Grams,2499.78,0,0,84,2499.78,84,04/08/2024
19134,4/26/2023,Shake/Trim,Grams,1227.08,0,0,385,1227.08,385,04/08/2024
19134,4/26/2023,Raw Pre-Rolls,Grams,73115.64,0,0,9409.85,73115.64,9409.85,04/08/2024
19134,4/26/2023,Infused (non-edible),Each,2238.27,93,2238.27,0,0,93,04/08/2024
19134,4/26/2023,Concentrate (Bulk),Grams,82,0,0,1.5,82,1.5,04/08/2024
19134,4/26/2023,Infused Beverage,Each,5490.65,714,5490.65,0,0,714,04/08/2024
19134,4/26/2023,Buds,Grams,220615.96,0,0,36861.18,220615.96,36861.18,04/08/2024
19134,4/26/2023,Infused Pre-Rolls,Grams,12626.16,0,0,695.73,12626.16,695.73,04/08/2024
19134,4/26/2023,Shake/Trim (by strain),Grams,4481.16,0,0,1269.5,4481.16,1269.5,04/08/2024
19134,4/26/2023,Kief,Grams,558.39,0,0,34,558.39,34,04/08/2024
19134,4/26/2023,Concentrate (Each),Each,44170.36,1640,44170.36,0,0,1640,04/08/2024
19134,4/26/2023,Vape Product,Each,96745.88,3216,96745.88,0,0,3216,04/08/2024
19147,4/27/2023,Shake/Trim,Grams,2386.96,0,0,679,2386.96,679,04/08/2024
19147,4/27/2023,Concentrate (Bulk),Grams,107.18,0,0,2.5,107.18,2.5,04/08/2024
19147,4/27/2023,Buds,Grams,268178.72,0,0,46077.4,268178.72,46077.4,04/08/2024
19147,4/27/2023,Infused (edible),Each,94555.39,4447,94555.39,0,0,4447,04/08/2024
19147,4/27/2023,Infused Beverage,Each,6811.49,852,6811.49,0,0,852,04/08/2024
19147,4/27/2023,Vape Product,Each,95289.66,3338,95289.66,0,0,3338,04/08/2024
19147,4/27/2023,Infused Pre-Rolls,Grams,12698.44,0,0,723.77,12698.44,723.77,04/08/2024
19147,4/27/2023,Raw Pre-Rolls,Grams,83497.27,0,0,10711.3,83497.27,10711.3,04/08/2024
19147,4/27/2023,Concentrate (Each),Each,37933.58,1224,37933.58,0,0,1224,04/08/2024
19147,4/27/2023,Kief,Grams,704.11,0,0,43,704.11,43,04/08/2024
19147,4/27/2023,Concentrate,Grams,1019.96,0,0,30.5,1019.96,30.5,04/08/2024
19147,4/27/2023,Shake/Trim (by strain),Grams,5944.32,0,0,1778,5944.32,1778,04/08/2024
19147,4/27/2023,Infused (non-edible),Each,2304.06,87,2304.06,0,0,87,04/08/2024
19160,4/28/2023,Shake/Trim (by strain),Grams,6868.33,0,0,1895,6868.33,1895,04/08/2024
19160,4/28/2023,Infused Pre-Rolls,Grams,16119.68,0,0,887.35,16119.68,887.35,04/08/2024
19160,4/28/2023,Infused (non-edible),Each,3406.84,163,3406.84,0,0,163,04/08/2024
19160,4/28/2023,Concentrate (Bulk),Grams,234.01,0,0,24,234.01,24,04/08/2024
19160,4/28/2023,Infused Beverage,Each,11379.19,1287,11379.19,0,0,1287,04/08/2024
19160,4/28/2023,Vape Product,Each,133808.82,4584,133808.82,0,0,4584,04/08/2024
19160,4/28/2023,Raw Pre-Rolls,Grams,103283.71,0,0,13069.6,103283.71,13069.6,04/08/2024
19160,4/28/2023,Concentrate,Grams,1732.63,0,0,61.5,1732.63,61.5,04/08/2024
19160,4/28/2023,Shake/Trim,Grams,2181.63,0,0,686,2181.63,686,04/08/2024
19160,4/28/2023,Concentrate (Each),Each,49584.93,1561,49584.93,0,0,1561,04/08/2024
19160,4/28/2023,Buds,Grams,344829.83,0,0,57115.99,344829.83,57115.99,04/08/2024
19160,4/28/2023,Kief,Grams,711.16,0,0,47,711.16,47,04/08/2024
19160,4/28/2023,Infused (edible),Each,108767.61,5146,108767.61,0,0,5146,04/08/2024
19173,4/29/2023,Shake/Trim (by strain),Grams,4796.49,0,0,1263,4796.49,1263,04/08/2024
19173,4/29/2023,Shake/Trim,Grams,2135.82,0,0,630,2135.82,630,04/08/2024
19173,4/29/2023,Kief,Grams,289.79,0,0,20,289.79,20,04/08/2024
19173,4/29/2023,Concentrate (Bulk),Grams,186.63,0,0,6,186.63,6,04/08/2024
19173,4/29/2023,Raw Pre-Rolls,Grams,86108.81,0,0,10748.7,86108.81,10748.7,04/08/2024
19173,4/29/2023,Concentrate (Each),Each,49101.13,1481,49101.13,0,0,1481,04/08/2024
19173,4/29/2023,Infused Pre-Rolls,Grams,14615.28,0,0,811.06,14615.28,811.06,04/08/2024
19173,4/29/2023,Concentrate,Grams,1577.2,0,0,54.5,1577.2,54.5,04/08/2024
19173,4/29/2023,Infused (edible),Each,95387.57,4580,95387.57,0,0,4580,04/08/2024
19173,4/29/2023,Infused Beverage,Each,8529.72,1007,8529.72,0,0,1007,04/08/2024
19173,4/29/2023,Vape Product,Each,111764.38,3802,111764.38,0,0,3802,04/08/2024
19173,4/29/2023,Infused (non-edible),Each,3078.67,167,3078.67,0,0,167,04/08/2024
19173,4/29/2023,Buds,Grams,267058.73,0,0,45057.35,267058.73,45057.35,04/08/2024
19186,4/30/2023,Concentrate,Milligrams,120,0,0,3500,120,3500,04/08/2024
19186,4/30/2023,Infused Pre-Rolls,Grams,12098.47,0,0,695.49,12098.47,695.49,04/08/2024
19186,4/30/2023,Infused Beverage,Each,4739.42,628,4739.42,0,0,628,04/08/2024
19186,4/30/2023,Concentrate,Grams,1177.75,0,0,40.5,1177.75,40.5,04/08/2024
19186,4/30/2023,Concentrate (Each),Each,42811.98,1294,42811.98,0,0,1294,04/08/2024
19186,4/30/2023,Vape Product,Each,90705.43,3156,90705.43,0,0,3156,04/08/2024
19186,4/30/2023,Concentrate (Bulk),Grams,172.53,0,0,6,172.53,6,04/08/2024
19186,4/30/2023,Kief,Grams,449.14,0,0,27,449.14,27,04/08/2024
19186,4/30/2023,Buds,Grams,204053.99,0,0,33892.95,204053.99,33892.95,04/08/2024
